"cap";"categoria";"clifor";"cod_agente";"conto";"es_iva";"listino";"localita";"mastro";"natura";"pagamento";"pr";"rag_sociale1";"sconto";"spese";"tipo_fatturaz";"zona"
"20126";"";"F";"0";"562";"0";"";"MILANO";"40";"1";"R.D";"MI";"EFFEGI SNC DI PETTA FELICE E";"0";"1";"N";""
"20128";"";"C";"0";"150";"0";"";"MILANO";"14";"1";"R.D";"MI";"SAM SENSORY AND MARKETING";"0";"0";"1";""
"20128";"";"F";"0";"538";"0";"";"MILANO";"40";"1";"RD3";"MI";"SAM SENSORY AND MARKETING";"0";"1";"N";""
"20129";"";"F";"0";"350";"0";"";"MILANO";"40";"1";"R.D";"MI";"GEM SAS DI ENNIO SCAVO & C.";"0";"1";"N";""
"20129";"";"F";"0";"428";"0";"";"MILANO";"40";"1";"R.D";"MI";"VERA SRL";"0";"1";"N";""
"20129";"";"F";"0";"477";"0";"";"MILANO";"40";"1";"RD3";"MI";"IPER MONTEBELLO SPA";"0";"1";"N";""
"20129";"";"F";"0";"502";"0";"";"MILANO";"40";"1";"RD6";"MI";"A.MANZONI & C.SPA";"0";"1";"N";""
"20129";"";"F";"0";"574";"0";"";"MILANO";"40";"1";"R.D";"MI";"AL GRISSINO SRL";"0";"1";"N";""
"20129";"GDO";"C";"0";"121";"0";"75";"MILANO";"14";"1";"RD3";"MI";"IPER MONTEBELLO SPA";"0";"0";"2";"9"
"20131";"";"F";"0";"156";"0";"";"MILANO";"40";"1";"R.D";"MI";"SISTEMA HOTEL EXPO 2015 SRL";"0";"1";"N";""
"20131";"";"F";"0";"22";"0";"";"MILANO";"40";"1";"R.9";"MI";"AMINO PACK SPA";"0";"1";"N";""
"20131";"";"F";"0";"319";"0";"";"MILANO";"40";"1";"RD3";"MI";"PROMETEO SOCIETA' COOPERATIVA";"0";"1";"N";""
"20137";"";"F";"0";"314";"0";"";"MILANO";"40";"1";"RBB";"MI";"GREENLINECIRVI SRLS";"0";"1";"N";""
"20138";"";"F";"0";"240";"0";"";"MILANO";"40";"1";"RBB";"MI";"PRODOTTI GIANNI SRL";"0";"1";"N";""
"20141";"";"F";"0";"237";"0";"";"MILANO";"40";"1";"RD3";"MI";"SOONERS SRL";"0";"1";"N";""
"20142";"";"F";"0";"254";"0";"";"MILANO";"40";"1";"R.D";"MI";"COOP LOMBARDIA SOC.COOPERATIVA";"0";"1";"N";""
"20144";"";"F";"0";"6";"0";"";"MILANO";"40";"1";"3RD";"MI";"MASTERPACK S.p.A";"0";"1";"N";""
"20147";"ECO";"C";"0";"1";"0";"EC";"MILANO";"13";"2";"P";"MI";"CLIENTE 10";"0";"0";"2";"9"
"20151";"";"F";"0";"417";"0";"";"MILANO";"40";"1";"R.D";"MI";"LA BARCHETTA SRL";"0";"1";"N";""
"20153";"";"F";"0";"138";"0";"";"MILANO";"40";"1";"R.D";"MI";"S.S.C.SOC.SVILUPPO COMMERC.SRL";"0";"1";"N";""
"20153";"";"F";"0";"218";"0";"";"MILANO";"40";"1";"R.D";"MI";"MYCHEF RIST.comm.spa";"0";"1";"N";""
"20153";"";"F";"0";"388";"0";"";"MILANO";"40";"2";"R.D";"MI";"CARREFOUR ITALIA FINANCE SRL";"0";"1";"N";""
"20153";"";"F";"0";"425";"0";"";"MILANO";"40";"1";"R.D";"MI";"AL GRISEA DI FILOSA G&C.SAS";"0";"1";"N";""
"20153";"GDOGS";"C";"0";"127";"0";"63";"MILANO";"14";"1";"RD3";"MI";"GS SPA";"0";"0";"2";"16"
"20153";"GDOGS";"C";"0";"128";"0";"64";"MILANO";"14";"1";"RD3";"MI";"GS SPA";"0";"0";"2";"16"
"20153";"GDOGS";"C";"0";"20";"0";"63";"MILANO";"14";"1";"RD3";"MI";"S.S.C. SOC.SVIL.COMMER.SRL";"0";"0";"B";"9"
"20153";"GDOGS";"C";"0";"52";"0";"64";"MILANO";"14";"1";"RD3";"MI";"DiperDi S.r.l.";"0";"0";"B";"16"
"20153";"GDOGS";"C";"0";"67";"0";"38";"MILANO";"14";"1";"RD3";"MI";"S.S.C.SOC.SVIL.COMMERCIALE SRL";"0";"0";"B";"16"
"20153";"GDOGS";"C";"0";"71";"0";"38";"MILANO";"14";"1";"RD3";"MI";"GS SPA";"0";"0";"B";"9"
"20153";"GDOGS";"C";"0";"92";"0";"57";"MILANO";"14";"1";"RD3";"MI";"GS SPA";"0";"0";"2";"9"
"20159";"";"F";"0";"365";"0";"";"MILANO";"40";"1";"R3S";"MI";"EXPERIENCE PMR SRL";"0";"1";"N";""
"20159";"";"F";"0";"619";"0";"";"MILANO";"40";"4";"";"MI";"OTIM Spa";"0";"1";"N";""
"20159";"DET";"C";"0";"110";"0";"72";"MILANO";"14";"1";"R.D";"MI";"RISTORANTE AL TRONCO SAS DI";"0";"0";"2";"9"
"20162";"";"F";"0";"72";"0";"";"MILANO";"40";"1";"RD3";"MI";"FACCHINI GROUP SRL";"0";"1";"N";""
"20167";"";"F";"0";"493";"0";"";"MILANO";"40";"1";"RD3";"MI";"BRT SPA";"0";"1";"N";""
"20305";"";"C";"0";"17";"41";"40";"Irun-Guipuzcoa (ESPAGNA)";"14";"4";"R3D";"ES";"SOLBES GOURME, S.L.";"0";"0";"1";"23"
"20843";"";"F";"0";"532";"0";"";"VERANO BRIANZA";"40";"1";"R.D";"MB";"MEDIAMARKET SPA";"0";"1";"N";""
"20861";"";"F";"0";"438";"0";"";"BRUGHERIO";"40";"2";"R.D";"MI";"SPORTING BRIGHERIO DI";"0";"1";"N";""
"20873";"";"F";"0";"330";"0";"";"CAVENAGO";"40";"1";"RD3";"MB";"STARDUST SRL";"0";"1";"N";""
"21042";"";"F";"0";"235";"0";"";"CARONNO PERTUSELLA";"40";"1";"RD9";"VA";"VISKASE SPA";"0";"1";"N";""
"21043";"ECO";"C";"0";"6";"0";"EC";"CASTIGLIONE OLONA";"13";"2";"P";"VA";"CLIENTE 11";"0";"0";"2";"9"
"21052";"";"F";"0";"3";"0";"";"BUSTO ARSIZIO";"40";"1";"R3D";"VA";"A.D.E.A. S.r.l.";"0";"1";"N";""
"21100";"";"F";"0";"492";"0";"";"VARESE";"40";"1";"RD3";"VA";"VIDEOJET ITALIA SRL";"0";"1";"N";""
"22030";"";"F";"0";"446";"0";"";"LIPOMO";"40";"1";"RB3";"CO";"VERGA SRL";"0";"1";"N";""
"22070";"";"F";"0";"398";"0";"";"LOCATE VARESINO";"40";"1";"R.D";"CO";"CASTIGLIONI SRL";"0";"1";"N";""
"22071";"";"F";"0";"213";"0";"";"CADORAGO";"40";"1";"RD3";"CO";"ALMA SRL";"0";"1";"N";""
"22075";"";"F";"0";"622";"0";"";"LURATE CACCIVIO";"40";"1";"R.D";"CO";"DOMINIONI SRL";"0";"1";"N";""
"22078";"";"F";"0";"411";"0";"";"TURATE";"40";"1";"R.D";"CO";"MARTINI ALFREDO SPA";"0";"1";"N";""
"22100";"";"F";"0";"530";"0";"";"COMO";"40";"1";"R.D";"CO";"EL PRIMERO SRL";"0";"1";"N";""
"23015";"";"F";"0";"393";"0";"";"DUBINO";"40";"1";"R.D";"SO";"CONTEA SRL";"0";"1";"N";""
"23666";"";"F";"0";"161";"0";"";"VIRGINIA USA";"40";"3";"R.D";"US";"REGISTRAR CORP";"0";"1";"N";""
"23815";"";"F";"0";"508";"0";"";"INTROBIO";"40";"1";"RD3";"LC";"GILDO DEI F.LLI CIRESA W&C SNC";"0";"1";"N";""
"23883";"";"F";"0";"84";"0";"";"BRIVIO";"40";"1";"RD3";"LC";"ALI BIG INDUSTRIA ALIMENT.SRL";"0";"1";"N";""
"24040";"ECO";"C";"0";"30";"0";"EC";"CASTEL ROZZONE";"13";"2";"P";"BG";"CLIENTE 12";"0";"0";"2";"9"
"24125";"";"F";"0";"605";"0";"";"BERGAMO";"40";"1";"RD3";"BG";"BRIVIO & VIGANO' LOGISTISC SRL";"0";"1";"N";""
"25038";"";"F";"0";"376";"0";"";"ROVATO";"40";"1";"R.D";"BS";"SWS PRINTING SRL";"0";"1";"N";""
"25040";"";"F";"0";"316";"0";"";"CIVIDATE CAMUNO";"40";"1";"RBB";"BS";"HYGEIA SRL";"0";"1";"N";""
"25126";"";"F";"0";"339";"0";"";"BRESCIA";"40";"1";"R.D";"BS";"STUDIOSTANDS.IT";"0";"1";"N";""
"25126";"";"F";"0";"617";"0";"";"BRESCIA";"40";"1";"R.D";"BS";"FOOD SERVICE SRL";"0";"1";"N";""
"26017";"ECO";"C";"0";"32";"0";"EC";"PIERANICA";"13";"2";"P";"CR";"CLIENTE 13";"0";"0";"1";"9"
"26823";"ECO";"C";"0";"26";"0";"EC";"CASTIGLIONE D'ADDA";"13";"2";"P";"LO";"CLIENTE 14";"0";"0";"1";"9"
"26823";"ECO";"C";"0";"28";"0";"EC";"CASTIGLIONE D'ADDA";"13";"1";"P";"LO";"CLIENTE 15";"0";"0";"2";"9"
"26831";"";"F";"0";"244";"0";"";"CASLAMIOCCO";"40";"2";"RD3";"LO";"POLLONI ROMANO";"0";"1";"N";""
"26839";"ECO";"C";"0";"12";"0";"EC";"ZELO BUON PERSICO";"13";"2";"P";"LO";"CLIENTE 16";"0";"0";"2";"9"
"26854";"";"F";"0";"157";"0";"";"PIEVE DI FISSIRAGA";"40";"1";"R.D";"LO";"LODI SK SRL";"0";"1";"N";""
"26900";"";"C";"0";"73";"0";"";"LODI";"14";"2";"R.D";"LO";"CLIENTE 44";"0";"0";"1";"9"
"26900";"";"F";"0";"233";"0";"";"LODI";"40";"1";"RD6";"LO";"A.F.LOGISTICS SPA";"0";"1";"N";""
"26900";"ECO";"C";"0";"34";"0";"EC";"LODI";"13";"2";"P";"LO";"CLIENTE 17";"0";"0";"2";"9"
"27010";"";"F";"0";"75";"0";"";"SIZIANO";"40";"1";"R.D";"PV";"CONSORZIO EUROPA";"0";"1";"N";""
"27010";"DOOSI";"C";"0";"13";"0";"15";"SIZIANO";"14";"1";"RD3";"PV";"CONSORZIO EUROPA S.C.P.A";"0";"0";"1";"9"
"27043";"";"F";"0";"620";"0";"";"BRONI";"40";"4";"";"PV";"M.HOTEL DON CARLO HDMC A 21";"0";"1";"N";""
"28012";"";"F";"0";"596";"0";"";"CRESSA";"40";"2";"R.D";"NO";"NORMA GIAMPANI";"0";"1";"N";""
"28015";"";"F";"0";"519";"0";"";"MOMO";"40";"1";"R.D";"NO";"ARTIC SERVICE SRL IN LIQUIDAZ.";"0";"1";"N";""
"28060";"";"F";"0";"420";"0";"";"CASALINO";"40";"1";"RD3";"NO";"MARIO COSTA SPA";"0";"1";"N";""
"28100";"";"F";"0";"221";"0";"";"NOVARA";"40";"1";"RD3";"NO";"CONSORZIO PER LA TUTELA DEL";"0";"1";"N";""
"28100";"";"F";"0";"511";"0";"";"NOVARA";"40";"1";"RB3";"NO";"BIOS LABORATORI SRL";"0";"1";"N";""
"28100";"";"F";"0";"520";"0";"";"NOVARA";"40";"1";"R.D";"NO";"NUOVA SIDAP SRL";"0";"1";"N";""
"28100";"";"F";"0";"64";"0";"";"NOVARA";"40";"1";"R.D";"NO";"AUTOGRILL SPA";"0";"1";"N";""
"28140";"";"F";"0";"566";"0";"";"NOVARA";"40";"1";"R.D";"NO";"NUOVA SIDAP SRL";"0";"1";"N";""
"29010";"";"F";"0";"587";"0";"";"ALSENO";"40";"1";"R.D";"PC";"EL.MA SRL";"0";"1";"N";""
"29202";"";"F";"0";"507";"0";"";"VIGOLZONE";"40";"1";"R.D";"PC";"AZ.AGR UCCELLAIA";"0";"1";"N";""
"30020";"";"F";"0";"267";"0";"";"QUARTO D'ALTINO";"40";"1";"R.D";"VE";"PIXARTPRINTING SPA";"0";"1";"N";""
"30174";"";"F";"0";"470";"0";"";"VENEZIA";"40";"1";"R.D";"VE";"COIN SPA";"0";"1";"N";""
"31021";"";"F";"0";"57";"0";"";"MOGLIANO VENETO";"40";"1";"R.D";"TV";"GENERALI ITALIA SPA";"0";"1";"N";""
"31023";"";"F";"0";"495";"0";"";"RESANA";"40";"1";"RD3";"TV";"CHELAB SRL";"0";"1";"N";""
"31030";"";"F";"0";"263";"0";"";"BORSO DEL GRAPPA";"40";"1";"RS3";"TV";"TONIOLO CASEARIA SPA";"0";"1";"N";""
"31031";"";"F";"0";"460";"0";"";"CAERANO DI SAN MARCO";"40";"1";"RD6";"TV";"FRESCOLAT SRL";"0";"1";"N";""
"31033";"";"F";"0";"238";"0";"";"CASTELFRANCO VENETO";"40";"1";"R.D";"TV";"FIOR SRL";"0";"1";"N";""
"31039";"";"F";"0";"578";"0";"";"RIESE PIO X";"40";"1";"RD3";"TV";"SOLIDATA SRL";"0";"1";"N";""
"31040";"";"F";"0";"590";"0";"";"GIAVERA DEL MONTELLO";"40";"1";"RD3";"TV";"LATTERIA MONTELLO SPA";"0";"1";"N";""
"31046";"";"F";"0";"560";"0";"";"ODERZO";"40";"1";"RD3";"TV";"LIFEANALYTICS SRL";"0";"1";"N";""
"32034";"";"F";"0";"239";"0";"";"PEDAVENA";"40";"1";"R.D";"BL";"LA BIRRERIA SRL";"0";"1";"N";""
"33170";"";"F";"0";"408";"0";"";"PORDENONE";"40";"1";"RBB";"PN";"ELETTROLUX PROFESSIONAL SPA";"0";"1";"N";""
"33300";"DIS";"C";"0";"9";"41";"56";"BORDEAUX";"14";"4";"R3D";"FR";"ITALDIRECT SARL";"0";"0";"1";"21"
"34070";"";"F";"0";"313";"0";"";"VILLESSE";"40";"1";"R3S";"GO";"LATTERIA MONTANARI SRL";"0";"1";"N";""
"34123";"";"F";"0";"169";"0";"";"TRIESTE";"40";"1";"R.D";"TS";"ALLIANZ SPA";"0";"1";"N";""
"3475";"DIS";"C";"0";"149";"8";"90";"SAETRE-NORWAY";"14";"3";"R3D";"NO";"SMAK av ITALIA AS";"0";"0";"2";"30"
"35010";"";"F";"0";"512";"0";"";"LIMENA";"40";"1";"R.D";"PD";"TECTRONIK SRL";"0";"1";"N";""
"35026";"";"F";"0";"315";"0";"";"CONSELVE";"40";"1";"RD3";"PD";"EPTA NORD SRL";"0";"1";"N";""
"35027";"ECO";"C";"0";"31";"0";"EC";"NOVENTA PADOVANA";"13";"2";"P";"PD";"CLIENTE 45";"0";"0";"2";"9"
"35030";"";"F";"0";"442";"0";"";"VEGGIANO";"40";"1";"R.D";"PD";"C.e M.FOOD SRL";"0";"1";"N";""
"35040";"";"F";"0";"557";"0";"";"SANT-URBANO";"40";"2";"RD3";"PD";"CASEIFICIO 2000 DI PASQUI ELIA";"0";"1";"N";""
"35100";"";"F";"0";"522";"0";"";"PADOVA";"40";"1";"RD3";"PD";"IFIN SISTEMI SRL";"0";"1";"N";""
"35127";"";"F";"0";"598";"0";"";"PADOVA";"40";"1";"RD3";"PD";"FAVERO ANTONIO SRL";"0";"1";"N";""
"35129";"";"F";"0";"20";"0";"";"PADOVA";"40";"1";"RB3";"PD";"NIMS s.p.a.";"0";"1";"N";""
"36016";"";"F";"0";"219";"0";"";"THIENE";"40";"1";"R.D";"VI";"CSQA CERTIFICAZIONI SRL";"0";"1";"N";""
"36040";"";"F";"0";"604";"0";"";"ORGIANO";"40";"1";"RD3";"VI";"FRIGORGIANO SRL";"0";"1";"N";""
"36047";"";"F";"0";"327";"0";"";"MONTEGALDA";"40";"1";"R.D";"VI";"TRATTORIA CULATA SNC DI MELOSU";"0";"1";"N";""
"36050";"";"F";"0";"28";"0";"";"MONTEVIALE";"40";"1";"RBB";"VI";"SOSTER s.r.l.";"0";"1";"N";""
"36071";"";"F";"0";"600";"0";"";"ARZIGNANO";"40";"1";"R.D";"VI";"LINEA FLESH SRL";"0";"1";"N";""
"36100";"ECO";"C";"0";"38";"0";"EC";"VICENZA";"13";"2";"P";"VI";"CLIENTE 18";"0";"0";"1";"20"
"37030";"";"F";"0";"62";"0";"";"VESTEVANOVA";"40";"1";"R6D";"VR";"CASEIFICIO ELDA SRL";"0";"1";"N";""
"37036";"DSCEU";"C";"0";"111";"0";"69";"SAN MARTINO BUON ALBERGO";"14";"1";"RD3";"VR";"EUROSPIN ITALIA SPA";"0";"0";"2";"16"
"37036";"DSCEU";"C";"0";"112";"0";"69";"SAN MARTINO BUON ALBERGO";"14";"1";"RD3";"VR";"SPESA INTELLIGENTE SPA";"0";"0";"2";"14"
"37040";"";"F";"0";"357";"0";"";"ARCOLE";"40";"1";"R.D";"VR";"TWISTER FOOD SRL";"0";"1";"N";""
"37040";"";"F";"0";"609";"0";"";"ARCOLE";"40";"1";"RD3";"VR";"LIDL ITALIA SRL A SOCIO UNICO";"0";"1";"N";""
"37040";"DSC";"C";"0";"97";"0";"60";"ARCOLE";"14";"1";"RD3";"VR";"LIDL ITALIA SRL";"0";"0";"2";"16"
"37050";"";"F";"0";"550";"0";"";"BELFIORE";"40";"1";"R.D";"VR";"MAXI DI SRL";"0";"1";"N";""
"37050";"DSC";"C";"0";"151";"0";"91";"BELFIORE";"14";"1";"RD6";"VR";"MAXI DI SRL";"0";"0";"2";"20"
"37058";"";"F";"0";"202";"0";"";"SANGUINETTO";"40";"1";"R3S";"VR";"BORIN SRL";"0";"1";"N";""
"37060";"";"F";"0";"277";"0";"";"NOGAROLE ROCCA";"40";"1";"R.D";"VR";"SVAT SPA";"0";"1";"N";""
"37060";"";"F";"0";"501";"0";"";"NOGAROLE ROCCA";"40";"1";"RB3";"VR";"STEF NOGAROLE SRL";"0";"1";"N";""
"37134";"";"F";"0";"203";"0";"";"VERONA";"40";"1";"R.D";"VR";"NEW FOOD SAS DI M.MAGARAGGIA &";"0";"1";"N";""
"37135";"";"F";"0";"392";"0";"";"VERONA";"40";"1";"R.D";"VR";"D.A.S.DIFESA AUTOMOBILISTICA";"0";"1";"N";""
"37137";"";"F";"0";"433";"0";"";"VERONA";"40";"2";"R.D";"VR";"PIERLUIGI ZANOLLI";"0";"1";"N";""
"38010";"";"F";"0";"303";"0";"";"FAI DELLA PAGANELLA";"40";"1";"R.D";"TN";"HOTEL PAGANELLA SNC DI";"0";"1";"N";""
"38033";"";"F";"0";"224";"0";"";"CAVALESE";"40";"2";"R.D";"TN";"BONINSEGNA ANDREA";"0";"1";"N";""
"39040";"";"F";"0";"329";"0";"";"ORA";"40";"1";"R.D";"BZ";"TSCHURTSCH SAS DI PICHLER";"0";"1";"N";""
"39040";"";"F";"0";"455";"0";"";"ORA";"40";"1";"R.D";"BZ";"TROTEC INTERNATIONAL GMBH-SAS";"0";"1";"N";""
"39044";"";"F";"0";"105";"0";"";"EGNA";"40";"1";"";"BZ";"WURTH SRL";"0";"1";"N";""
"39100";"";"F";"0";"225";"0";"";"BOLZANO";"40";"1";"R.D";"BZ";"NAGEL ITALIA SRL";"0";"1";"N";""
"39100";"";"F";"0";"284";"0";"";"BOLZANO";"40";"1";"R.D";"BZ";"EUROPCAR ITALIA SPA";"0";"1";"N";""
"39100";"";"F";"0";"328";"0";"";"BOLZANO";"40";"1";"R.D";"BZ";"ASPIAG SERVICE SRL";"0";"1";"N";""
"39100";"";"F";"0";"572";"0";"";"BOLZANO";"40";"1";"R.D";"BZ";"ALDI SRL";"0";"1";"N";""
"39100";"DSC";"C";"0";"131";"0";"81";"BOLZANO";"14";"1";"RD3";"BZ";"ALDI SRL COD.09717";"0";"0";"2";"9"
"39100";"GDODE";"C";"0";"80";"0";"46";"BOLZANO";"14";"1";"RD3";"BZ";"ASPIAG SERVICES SRL";"0";"0";"2";"20"
"40013";"";"F";"0";"251";"0";"";"CASTEL MAGGIORE";"40";"1";"R.D";"BO";"MULTI3 SRL";"0";"1";"N";""
"40050";"ECO";"C";"0";"3";"0";"EC";"CALDERINO";"13";"2";"P";"BO";"CLIENTE 19";"0";"0";"2";"5"
"40052";"ECO";"C";"0";"4";"0";"EC";"MOLINELLA";"13";"2";"P";"BO";"CLIENTE 20";"0";"0";"2";"5"
"40122";"";"F";"0";"114";"0";"";"BOLOGNA";"40";"1";"RD3";"BO";"O.S.CARD SRL";"0";"1";"N";""
"40128";"";"F";"0";"389";"0";"";"BOLOGNA";"40";"1";"R.D";"BO";"BOLOGNA e FIERA PARKING SPA";"0";"1";"N";""
"40138";"";"F";"0";"513";"0";"";"BOLOGNA";"40";"1";"RD3";"BO";"SOC.PUBBILICITA' EDITORIALE E";"0";"1";"N";""
"41012";"";"F";"0";"204";"0";"";"CARPI";"40";"1";"R.D";"MO";"CAMAR ELETTRONICA SRL";"0";"1";"N";""
"41014";"";"F";"0";"111";"0";"";"CASTELVETRO DI MODENA";"40";"1";"R.D";"MO";"CHEF EXPRESS SPA";"0";"1";"N";""
"41014";"";"F";"0";"33";"0";"";"SETTECANI DI CASTELVETRO";"40";"1";"RD3";"MO";"SIMONINI SPA";"0";"1";"N";""
"41017";"";"F";"0";"246";"0";"";"RAVARINO";"40";"1";"R3S";"MO";"SILAND SRL";"0";"1";"N";""
"41017";"";"F";"0";"363";"0";"";"RAVARINO";"40";"1";"RB3";"MO";"PRODOTTI TECNICHE MODERNE SRL";"0";"1";"N";""
"41030";"";"F";"0";"189";"0";"";"BOMPORTO";"40";"1";"RD3";"MO";"TECNAFOOD SRL";"0";"1";"N";""
"41036";"";"F";"0";"580";"0";"";"MEDOLLA";"40";"1";"RD3";"MO";"MENU' SRL";"0";"0";"N";""
"41100";"";"F";"0";"196";"0";"";"MODENA";"40";"2";"R.D";"MO";"CERTIFOOD DI MARCO IAZZI";"0";"1";"N";""
"41122";"";"F";"0";"471";"0";"";"MODENA";"40";"1";"R3S";"MO";"PARMAGGIOREGGIO SPA";"0";"1";"N";""
"41126";"";"F";"0";"201";"0";"";"MODENA";"40";"1";"R3S";"MO";"NEOTRON SPA";"0";"1";"N";""
"41126";"";"F";"0";"341";"0";"";"PORTILE DI MODENA";"40";"1";"RD3";"MO";"GIOVETTI RENZO SRL";"0";"1";"N";""
"41126";"";"F";"0";"354";"0";"";"MODENA";"40";"1";"RB3";"MO";"NEOTRON SPA";"0";"1";"N";""
"42016";"";"F";"0";"401";"0";"";"GUASTALLA";"40";"1";"R.D";"RE";"TUTTO PER L'IMBALLO SPA";"0";"1";"N";""
"42019";"";"F";"0";"153";"0";"";"ARCETO";"40";"1";"RD6";"RE";"STEFANINI E F.LLI SNC DI";"0";"1";"N";""
"42024";"";"F";"0";"503";"0";"";"CASTELNOVO DI SOTTO";"40";"1";"RD3";"RE";"EUROFINS PIVETTI SRL";"0";"1";"N";""
"42027";"";"F";"0";"362";"0";"";"MONTECCHIO EMILIA";"40";"1";"RB3";"RE";"IL NUOVO FRESCO SRL";"0";"1";"N";""
"42049";"";"F";"0";"487";"0";"";"SANT'ILARIO D'ENZA";"40";"1";"R6D";"RE";"DALTER ALIMENTARI SRL";"0";"1";"N";""
"42122";"";"F";"0";"528";"0";"";"REGGIO NELL'EMILIA";"40";"1";"RD3";"RE";"COOPSERVICE S.COOP.P.A";"0";"1";"N";""
"42124";"";"F";"0";"260";"0";"";"SESSO";"40";"1";"RD3";"RE";"D.M.CONFEZIONI SNC DI GABBI";"0";"1";"N";""
"42124";"";"F";"0";"387";"0";"";"REGGIO NELL'EMILIA";"40";"1";"RD3";"RE";"I.T.ALI SRL";"0";"1";"N";""
"42124";"";"F";"0";"422";"0";"";"REGGIO NELL'EMILIA";"40";"1";"R.D";"RE";"REIRE SRL";"0";"1";"N";""
"42124";"";"F";"0";"452";"0";"";"REGGIO NELL'EMILIA";"40";"1";"RD3";"RE";"CONSORZIO DEL FORMAGGIO";"0";"1";"N";""
"43014";"";"F";"0";"220";"0";"";"FELEGARA";"40";"1";"R.D";"PR";"FIPAL SRL";"0";"1";"N";""
"43030";"";"F";"0";"584";"0";"";"BASILICANOVA";"40";"1";"RB3";"PR";"SALUMIFICIO TRASCINELLI P.SRL";"0";"1";"N";""
"43036";"";"F";"0";"252";"0";"";"FIDENZA";"40";"1";"R.D";"PR";"ERREGI SRL";"0";"1";"N";""
"43036";"";"F";"0";"295";"0";"";"FIDENZA";"40";"1";"R.D";"PR";"PARMAMENU' SRL";"0";"1";"N";""
"43039";"";"F";"0";"253";"0";"";"SALSOMAGGIORE TERME";"40";"1";"R.D";"PR";"ARBUSTI TIZIANA E GIUSEPPE SNC";"0";"1";"N";""
"43039";"";"F";"0";"268";"0";"";"SALSOMAGGIORE TERME";"40";"1";"R.D";"PR";"LA PORCHETTA SRL";"0";"1";"N";""
"43039";"";"F";"0";"269";"0";"";"SALSOMAGGIORE TERME";"40";"1";"R.D";"PR";"GLOBAL TOURS SRL";"0";"1";"N";""
"43039";"";"F";"0";"270";"0";"";"SALSOMAGGIORE TERME";"40";"2";"R.D";"PR";"TRATTORIA LA FRASCA DI";"0";"1";"N";""
"43039";"";"F";"0";"343";"0";"";"SALSOMAGGIORE TERME";"40";"1";"R.D";"PR";"ANTICO BORGO DI TREBBIANO";"0";"1";"N";""
"43058";"";"F";"0";"167";"0";"";"SORBOLO";"40";"1";"R.D";"PR";"IFSA SRL";"0";"1";"N";""
"43058";"";"F";"0";"279";"0";"";"SORBOLO";"40";"1";"RD3";"PR";"GELATI SRL";"0";"1";"N";""
"43058";"";"F";"0";"377";"0";"";"SORBOLO";"40";"1";"RB3";"PR";"GRUPPO GELATI SRL";"0";"1";"N";""
"43058";"";"F";"0";"427";"0";"";"SORBOLO";"40";"2";"R.D";"PR";"BERCIGA FERNANDO";"0";"1";"N";""
"43121";"";"F";"0";"537";"0";"";"PARMA";"40";"1";"RD3";"PR";"ITALPAST SRL";"0";"1";"N";""
"43121";"";"F";"0";"612";"0";"";"PARMA";"40";"1";"R.D";"PR";"MULTIPLO SRL";"0";"1";"N";""
"43121";"";"F";"0";"613";"0";"";"PARMA";"40";"1";"R.D";"PR";"GUSTO SNC DI GIOVANNA BRUGNOLI";"0";"1";"N";""
"43121";"";"F";"0";"621";"0";"";"PARMA";"40";"1";"";"PR";"FOOD SRL";"0";"1";"N";""
"43122";"";"C";"0";"43";"0";"";"SAN PROSPERO PARMENSE";"14";"1";"R.D";"PR";"STEF ITALIA SPA";"0";"0";"2";"5"
"43122";"";"F";"0";"183";"0";"";"PARMA";"40";"1";"RB3";"PR";"STEF INTERNATIONAL ITALIA SRL";"0";"0";"N";""
"43122";"";"F";"0";"38";"0";"";"SAN PROSPERO PARMENSE";"40";"1";"RB3";"PR";"STEF ITALIA SPA";"0";"1";"N";""
"43123";"";"F";"0";"542";"0";"";"PARMA";"40";"1";"R.D";"PR";"AI DUE PLATANI SRL";"0";"1";"N";""
"43126";"";"F";"0";"547";"0";"";"PARMA";"40";"1";"R.D";"PR";"HOTEL DANIEL RIST.COCCHI SRL";"0";"1";"N";""
"43126";"";"F";"0";"592";"0";"";"PARMA";"40";"1";"R.D";"PR";"FIERE DI PARMA";"0";"1";"N";""
"44042";"";"F";"0";"614";"0";"";"CENTO";"40";"1";"R.D";"FE";"EASY TECH SAS";"0";"1";"N";""
"44121";"";"F";"0";"454";"0";"";"FERRARA";"40";"2";"RD3";"FE";"NICOLA GUIDOBONI";"0";"1";"N";""
"44799";"";"C";"0";"119";"0";"";"BOCHUM";"14";"4";"R.D";"DE";"G DATA CYBERDEFENSE SG";"0";"0";"1";""
"44799";"";"F";"0";"434";"0";"";"BOCHUM";"40";"4";"R.D";"DE";"G DATA CYBERDEFENSE AG";"0";"1";"N";""
"45030";"";"F";"0";"480";"0";"";"SAN MARTINO DI VENEZZE";"40";"1";"RD3";"RO";"CARLO CRIVELLIN SRL";"0";"1";"N";""
"45031";"";"F";"0";"168";"0";"";"ARQUA' POLESINE";"40";"1";"RB6";"RO";"R.G.M.SRL";"0";"1";"N";""
"45100";"";"F";"0";"10";"0";"";"ROVIGO";"40";"1";"R3D";"RO";"GRANDI MOLINI ITALIANI SPA";"0";"1";"N";""
